 format: day,hour,forecast,value location:92_132 Start : 20250609 
 15,1030,+2,0.000000 
 15,1030,+3,0.000000 
 15,1030,+4,0.000000 
 15,1030,+5,0.000000 
 15,1030,+6,0.000000 
 15,1130,+1,0.000000 
 15,1130,+2,0.000000 
 15,1130,+3,1.000000 
 15,1130,+4,0.000000 
 15,1130,+5,0.000000 
 15,1130,+6,5.000000 
 15,1230,+1,0.000000 
 15,1230,+2,0.000000 
 15,1230,+3,1.000000 
 15,1230,+4,0.000000 
 15,1230,+5,0.000000 
 15,1230,+6,1.000000 
 15,1330,+1,1.000000 
 15,1330,+2,1.000000 
 15,1330,+3,1.000000 
 15,1330,+4,1.000000 
 15,1330,+5,5.000000 
 15,1330,+6,0.000000 
 15,1430,+1,1.000000 
 15,1430,+2,1.000000 
 15,1430,+3,1.000000 
 15,1430,+4,1.000000 
 15,1430,+5,1.000000 
 15,1430,+6,0.000000 
 15,1530,+1,1.000000 
 15,1530,+2,1.000000 
 15,1530,+3,1.000000 
 15,1530,+4,0.000000 
 15,1530,+5,1.000000 
 15,1530,+6,0.000000 
 15,1630,+1,5.000000 
 15,1630,+2,1.000000 
 15,1630,+3,1.000000 
 15,1630,+4,1.000000 
 15,1630,+5,1.000000 
 15,1630,+6,0.000000 
 15,1730,+1,5.000000 
 15,1730,+2,1.000000 
 15,1730,+3,1.000000 
 15,1730,+4,1.000000 
 15,1730,+5,1.000000 
 15,1730,+6,0.000000 
 15,1830,+1,1.000000 
 15,1830,+2,1.000000 
 15,1830,+3,1.000000 
 15,1830,+4,0.000000 
 15,1830,+5,0.000000 
 15,1830,+6,0.000000 
 15,1930,+1,1.000000 
 15,1930,+2,5.000000 
 15,1930,+3,1.000000 
 15,1930,+4,0.000000 
 15,1930,+5,0.000000 
 15,1930,+6,0.000000 
 15,2030,+1,5.000000 
 15,2030,+2,0.000000 
 15,2030,+3,0.000000 
 15,2030,+4,0.000000 
 15,2030,+5,0.000000 
 15,2030,+6,0.000000 
 15,2130,+1,5.000000 
 15,2130,+2,0.000000 
 15,2130,+3,0.000000 
 15,2130,+4,0.000000 
 15,2130,+5,0.000000 
 15,2130,+6,0.000000 
 15,2230,+1,0.000000 
 15,2230,+2,0.000000 
 15,2230,+3,0.000000 
 15,2230,+4,0.000000 
 15,2230,+5,0.000000 
 15,2230,+6,0.000000 
 15,2330,+1,0.000000 
 15,2330,+2,0.000000 
 15,2330,+3,0.000000 
 15,2330,+4,0.000000 
 15,2330,+5,0.000000 
 15,2330,+6,0.000000 
 Start : 20250616 
 16,0030,+1,0.000000 
 16,0030,+2,5.000000 
 16,0030,+3,5.000000 
 16,0030,+4,0.000000 
 16,0030,+5,0.000000 
 16,0030,+6,0.000000 
 16,0130,+1,1.000000 
 16,0130,+2,1.000000 
 16,0130,+3,0.000000 
 16,0130,+4,0.000000 
 16,0130,+5,0.000000 
 16,0130,+6,0.000000 
 16,0230,+1,1.000000 
 16,0230,+2,5.000000 
 16,0230,+3,0.000000 
 16,0230,+4,0.000000 
 16,0230,+5,0.000000 
 16,0230,+6,0.000000 
 16,0330,+1,5.000000 
 16,0330,+2,1.000000 
 16,0330,+3,0.000000 
 16,0330,+4,0.000000 
 16,0330,+5,0.000000 
 16,0330,+6,0.000000 
 16,0430,+1,0.000000 
 16,0430,+2,1.000000 
 16,0430,+3,1.000000 
 16,0430,+4,1.000000 
 16,0430,+5,1.000000 
 16,0430,+6,0.000000 
 16,0530,+1,0.000000 
 16,0530,+2,0.000000 
 16,0530,+3,1.000000 
 16,0530,+4,1.000000 
 16,0530,+5,0.000000 
 16,0530,+6,0.000000 
 16,0630,+1,0.000000 
 16,0630,+2,1.000000 
 16,0630,+3,0.000000 
 16,0630,+4,0.000000 
 16,0630,+5,0.000000 
 16,0630,+6,0.000000 
 16,0730,+1,0.000000 
 16,0730,+2,0.000000 
 16,0730,+3,0.000000 
 16,0730,+4,0.000000 
 16,0730,+5,0.000000 
 16,0730,+6,0.000000 
 16,0830,+1,0.000000 
 16,0830,+2,0.000000 
 16,0830,+3,0.000000 
 16,0830,+4,0.000000 
 16,0830,+5,0.000000 
 16,0830,+6,0.000000 
 16,0930,+1,0.000000 
 16,0930,+2,0.000000 
 16,0930,+3,0.000000 
 16,0930,+4,0.000000 
 16,0930,+5,0.000000 
 16,0930,+6,0.000000 
 16,1030,+1,0.000000 
 16,1030,+2,0.000000 
 16,1030,+3,0.000000 
 16,1030,+4,0.000000 
 16,1030,+5,0.000000 
 16,1030,+6,0.000000 
 16,1130,+1,0.000000 
 16,1130,+2,0.000000 
 16,1130,+3,0.000000 
 16,1130,+4,0.000000 
 16,1130,+5,0.000000 
 16,1130,+6,0.000000 
 16,1230,+1,0.000000 
 16,1230,+2,0.000000 
 16,1230,+3,0.000000 
 16,1230,+4,0.000000 
 16,1230,+5,0.000000 
 16,1230,+6,0.000000 
 16,1330,+1,0.000000 
 16,1330,+2,0.000000 
 16,1330,+3,0.000000 
 16,1330,+4,5.000000 
 16,1330,+5,1.000000 
 16,1330,+6,1.000000 
 16,1430,+1,0.000000 
 16,1430,+2,0.000000 
 16,1430,+3,1.000000 
 16,1430,+4,1.000000 
 16,1430,+5,1.000000 
 16,1430,+6,0.000000 
 16,1530,+1,0.000000 
 16,1530,+2,0.000000 
 16,1530,+3,1.000000 
 16,1530,+4,1.000000 
 16,1530,+5,0.000000 
 16,1530,+6,0.000000 
 16,1630,+1,0.000000 
 16,1630,+2,1.000000 
 16,1630,+3,5.000000 
 16,1630,+4,0.000000 
 16,1630,+5,0.000000 
 16,1630,+6,0.000000 
 16,1730,+1,1.000000 
 16,1730,+2,1.000000 
 16,1730,+3,0.000000 
 16,1730,+4,0.000000 
 16,1730,+5,0.000000 
 16,1730,+6,0.000000 
 16,1830,+1,0.000000 
 16,1830,+2,0.000000 
 16,1830,+3,5.000000 
 16,1830,+4,0.000000 
 16,1830,+5,0.000000 
 16,1830,+6,0.000000 
 16,1930,+1,0.000000 
 16,1930,+2,0.000000 
 16,1930,+3,0.000000 
 16,1930,+4,0.000000 
 16,1930,+5,0.000000 
 16,1930,+6,0.000000 
 16,2030,+1,0.000000 
 16,2030,+2,0.000000 
 16,2030,+3,0.000000 
 16,2030,+4,0.000000 
 16,2030,+5,0.000000 
 16,2030,+6,0.000000 
 16,2130,+1,0.000000 
 16,2130,+2,0.000000 
 16,2130,+3,0.000000 
 16,2130,+4,0.000000 
 16,2130,+5,0.000000 
 16,2130,+6,0.000000 
 16,2230,+1,0.000000 
 16,2230,+2,0.000000 
 16,2230,+3,0.000000 
 16,2230,+4,0.000000 
 16,2230,+5,0.000000 
 16,2230,+6,0.000000 
 16,2330,+1,0.000000 
 16,2330,+2,0.000000 
 16,2330,+3,0.000000 
 16,2330,+4,0.000000 
 16,2330,+5,0.000000 
 16,2330,+6,0.000000 
 Start : 20250617 
 17,0030,+1,0.000000 
 17,0030,+2,0.000000 
 17,0030,+3,0.000000 
 17,0030,+4,0.000000 
 17,0030,+5,0.000000 
 17,0030,+6,0.000000 
 17,0130,+1,0.000000 
 17,0130,+2,0.000000 
 17,0130,+3,0.000000 
 17,0130,+4,0.000000 
 17,0130,+5,0.000000 
 17,0130,+6,0.000000 
 17,0230,+1,0.000000 
 17,0230,+2,0.000000 
 17,0230,+3,0.000000 
 17,0230,+4,0.000000 
 17,0230,+5,0.000000 
 17,0230,+6,0.000000 
 17,0330,+1,0.000000 
 17,0330,+2,0.000000 
 17,0330,+3,0.000000 
 17,0330,+4,0.000000 
 17,0330,+5,1.000000 
 17,0330,+6,0.000000 
 17,0430,+1,0.000000 
 17,0430,+2,0.000000 
 17,0430,+3,0.000000 
 17,0430,+4,0.000000 
 17,0430,+5,0.000000 
 17,0430,+6,0.000000 
 17,0530,+1,0.000000 
 17,0530,+2,0.000000 
 17,0530,+3,0.000000 
 17,0530,+4,0.000000 
 17,0530,+5,0.000000 
 17,0530,+6,0.000000 
 17,0630,+1,0.000000 
 17,0630,+2,0.000000 
 17,0630,+3,0.000000 
 17,0630,+4,0.000000 
 17,0630,+5,0.000000 
 17,0630,+6,0.000000 
 17,0730,+1,0.000000 
 17,0730,+2,0.000000 
 17,0730,+3,0.000000 
 17,0730,+4,0.000000 
 17,0730,+5,0.000000 
 17,0730,+6,0.000000 
 17,0830,+1,0.000000 
 17,0830,+2,0.000000 
 17,0830,+3,0.000000 
 17,0830,+4,0.000000 
 17,0830,+5,0.000000 
 17,0830,+6,0.000000 
 17,0930,+1,0.000000 
 17,0930,+2,0.000000 
 17,0930,+3,0.000000 
 17,0930,+4,0.000000 
 17,0930,+5,0.000000 
 17,0930,+6,0.000000 
 17,1030,+1,0.000000 
 17,1030,+2,0.000000 
 17,1030,+3,0.000000 
 17,1030,+4,0.000000 
 17,1030,+5,0.000000 
 17,1030,+6,0.000000 
 17,1130,+1,0.000000 
 17,1130,+2,0.000000 
 17,1130,+3,0.000000 
 17,1130,+4,0.000000 
 17,1130,+5,0.000000 
 17,1130,+6,0.000000 
 17,1230,+1,0.000000 
 17,1230,+2,0.000000 
 17,1230,+3,0.000000 
 17,1230,+4,0.000000 
 17,1230,+5,0.000000 
 17,1230,+6,0.000000 
 17,1330,+1,0.000000 
 17,1330,+2,0.000000 
 17,1330,+3,0.000000 
 17,1330,+4,0.000000 
 17,1330,+5,0.000000 
 17,1330,+6,0.000000 
 17,1430,+1,0.000000 
 17,1430,+2,0.000000 
 17,1430,+3,0.000000 
 17,1430,+4,0.000000 
 17,1430,+5,0.000000 
 17,1430,+6,0.000000 
 17,1530,+1,0.000000 
 17,1530,+2,0.000000 
 17,1530,+3,0.000000 
 17,1530,+4,0.000000 
 17,1530,+5,0.000000 
 17,1530,+6,0.000000 
 17,1630,+1,0.000000 
 17,1630,+2,0.000000 
 17,1630,+3,0.000000 
 17,1630,+4,0.000000 
 17,1630,+5,0.000000 
 17,1630,+6,0.000000 
 17,1730,+1,0.000000 
 17,1730,+2,0.000000 
 17,1730,+3,0.000000 
 17,1730,+4,0.000000 
 17,1730,+5,0.000000 
 17,1730,+6,0.000000 
 17,1830,+1,0.000000 
 17,1830,+2,0.000000 
 17,1830,+3,0.000000 
 17,1830,+4,0.000000 
 17,1830,+5,0.000000 
 17,1830,+6,0.000000 
 17,1930,+1,0.000000 
 17,1930,+2,0.000000 
 17,1930,+3,0.000000 
 17,1930,+4,0.000000 
 17,1930,+5,0.000000 
 17,1930,+6,0.000000 
 17,2030,+1,0.000000 
 17,2030,+2,0.000000 
 17,2030,+3,0.000000 
 17,2030,+4,0.000000 
 17,2030,+5,0.000000 
 17,2030,+6,0.000000 
 17,2130,+1,0.000000 
 17,2130,+2,0.000000 
 17,2130,+3,0.000000 
 17,2130,+4,0.000000 
 17,2130,+5,0.000000 
 17,2130,+6,0.000000 
 17,2230,+1,0.000000 
 17,2230,+2,0.000000 
 17,2230,+3,0.000000 
 17,2230,+4,0.000000 
 17,2230,+5,0.000000 
 17,2230,+6,0.000000 
 17,2330,+1,0.000000 
 17,2330,+2,0.000000 
 17,2330,+3,0.000000 
 17,2330,+4,0.000000 
 17,2330,+5,0.000000 
 17,2330,+6,0.000000 
 Start : 20250618 
 18,0030,+1,0.000000 
 18,0030,+2,0.000000 
 18,0030,+3,0.000000 
 18,0030,+4,0.000000 
 18,0030,+5,0.000000 
 18,0030,+6,0.000000 
 18,0130,+1,0.000000 
 18,0130,+2,0.000000 
 18,0130,+3,0.000000 
 18,0130,+4,0.000000 
 18,0130,+5,0.000000 
 18,0130,+6,0.000000 
 18,0230,+1,0.000000 
 18,0230,+2,0.000000 
 18,0230,+3,0.000000 
 18,0230,+4,0.000000 
 18,0230,+5,0.000000 
 18,0230,+6,0.000000 
 18,0330,+1,0.000000 
 18,0330,+2,0.000000 
 18,0330,+3,0.000000 
 18,0330,+4,0.000000 
 18,0330,+5,0.000000 
 18,0330,+6,0.000000 
 18,0430,+1,0.000000 
 18,0430,+2,0.000000 
 18,0430,+3,0.000000 
 18,0430,+4,0.000000 
 18,0430,+5,0.000000 
 18,0430,+6,0.000000 
 18,0530,+1,0.000000 
 18,0530,+2,0.000000 
 18,0530,+3,0.000000 
 18,0530,+4,0.000000 
 18,0530,+5,0.000000 
 18,0530,+6,0.000000 
 18,0630,+1,0.000000 
 18,0630,+2,0.000000 
 18,0630,+3,0.000000 
 18,0630,+4,0.000000 
 18,0630,+5,0.000000 
 18,0630,+6,0.000000 
 18,0730,+1,0.000000 
 18,0730,+2,0.000000 
 18,0730,+3,0.000000 
 18,0730,+4,0.000000 
 18,0730,+5,0.000000 
 18,0730,+6,0.000000 
 18,0830,+1,0.000000 
 18,0830,+2,0.000000 
 18,0830,+3,0.000000 
 18,0830,+4,0.000000 
 18,0830,+5,0.000000 
 18,0830,+6,0.000000 
 18,0930,+1,0.000000 
 18,0930,+2,0.000000 
 18,0930,+3,0.000000 
 18,0930,+4,0.000000 
 18,0930,+5,0.000000 
 18,0930,+6,0.000000 
 18,1030,+1,0.000000 
 18,1030,+2,0.000000 
 18,1030,+3,0.000000 
 18,1030,+4,0.000000 
 18,1030,+5,0.000000 
 18,1030,+6,0.000000 
 18,1130,+1,0.000000 
 18,1130,+2,0.000000 
 18,1130,+3,0.000000 
 18,1130,+4,0.000000 
 18,1130,+5,0.000000 
 18,1130,+6,0.000000 
 18,1230,+1,0.000000 
 18,1230,+2,0.000000 
 18,1230,+3,0.000000 
 18,1230,+4,0.000000 
 18,1230,+5,0.000000 
 18,1230,+6,0.000000 
 18,1330,+1,0.000000 
 18,1330,+2,0.000000 
 18,1330,+3,0.000000 
 18,1330,+4,0.000000 
 18,1330,+5,0.000000 
 18,1330,+6,0.000000 
 18,1430,+1,0.000000 
 18,1430,+2,0.000000 
 18,1430,+3,0.000000 
 18,1430,+4,0.000000 
 18,1430,+5,0.000000 
 18,1430,+6,0.000000 
 18,1530,+1,0.000000 
 18,1530,+2,0.000000 
 18,1530,+3,0.000000 
 18,1530,+4,0.000000 
 18,1530,+5,0.000000 
 18,1530,+6,0.000000 
 18,1630,+1,0.000000 
 18,1630,+2,0.000000 
 18,1630,+3,0.000000 
 18,1630,+4,0.000000 
 18,1630,+5,0.000000 
 18,1630,+6,0.000000 
 18,1730,+1,0.000000 
 18,1730,+2,0.000000 
 18,1730,+3,0.000000 
 18,1730,+4,0.000000 
 18,1730,+5,0.000000 
 18,1730,+6,0.000000 
 18,1830,+1,0.000000 
 18,1830,+2,0.000000 
 18,1830,+3,0.000000 
 18,1830,+4,0.000000 
 18,1830,+5,0.000000 
 18,1830,+6,0.000000 
 18,1930,+1,0.000000 
 18,1930,+2,0.000000 
 18,1930,+3,0.000000 
 18,1930,+4,0.000000 
 18,1930,+5,0.000000 
 18,1930,+6,0.000000 
 18,2030,+1,0.000000 
 18,2030,+2,0.000000 
 18,2030,+3,0.000000 
 18,2030,+4,0.000000 
 18,2030,+5,0.000000 
 18,2030,+6,0.000000 
 18,2130,+1,0.000000 
 18,2130,+2,0.000000 
 18,2130,+3,0.000000 
 18,2130,+4,0.000000 
 18,2130,+5,0.000000 
 18,2130,+6,0.000000 
 18,2230,+1,0.000000 
 18,2230,+2,0.000000 
 18,2230,+3,0.000000 
 18,2230,+4,0.000000 
 18,2230,+5,0.000000 
 18,2230,+6,0.000000 
 18,2330,+1,0.000000 
 18,2330,+2,0.000000 
 18,2330,+3,0.000000 
 18,2330,+4,0.000000 
 18,2330,+5,0.000000 
 18,2330,+6,0.000000 
 Start : 20250619 
 19,0030,+1,0.000000 
 19,0030,+2,0.000000 
 19,0030,+3,0.000000 
 19,0030,+4,0.000000 
 19,0030,+5,0.000000 
 19,0030,+6,0.000000 
 19,0130,+1,0.000000 
 19,0130,+2,0.000000 
 19,0130,+3,0.000000 
 19,0130,+4,0.000000 
 19,0130,+5,0.000000 
 19,0130,+6,0.000000 
 19,0230,+1,0.000000 
 19,0230,+2,0.000000 
 19,0230,+3,0.000000 
 19,0230,+4,0.000000 
 19,0230,+5,0.000000 
 19,0230,+6,0.000000 
 19,0330,+1,0.000000 
 19,0330,+2,0.000000 
 19,0330,+3,0.000000 
 19,0330,+4,0.000000 
 19,0330,+5,0.000000 
 19,0330,+6,0.000000 
 19,0430,+1,0.000000 
 19,0430,+2,0.000000 
 19,0430,+3,0.000000 
 19,0430,+4,0.000000 
 19,0430,+5,0.000000 
 19,0430,+6,0.000000 
 19,0530,+1,0.000000 
 19,0530,+2,0.000000 
 19,0530,+3,0.000000 
 19,0530,+4,0.000000 
 19,0530,+5,0.000000 
 19,0530,+6,0.000000 
 19,0630,+1,0.000000 
 19,0630,+2,0.000000 
 19,0630,+3,0.000000 
 19,0630,+4,0.000000 
 19,0630,+5,0.000000 
 19,0630,+6,0.000000 
 19,0730,+1,0.000000 
 19,0730,+2,0.000000 
 19,0730,+3,0.000000 
 19,0730,+4,0.000000 
 19,0730,+5,0.000000 
 19,0730,+6,0.000000 
 19,0830,+1,0.000000 
 19,0830,+2,0.000000 
 19,0830,+3,0.000000 
 19,0830,+4,0.000000 
 19,0830,+5,0.000000 
 19,0830,+6,0.000000 
 19,0930,+1,0.000000 
 19,0930,+2,0.000000 
 19,0930,+3,0.000000 
 19,0930,+4,0.000000 
 19,0930,+5,0.000000 
 19,0930,+6,0.000000 
 19,1030,+1,0.000000 
 19,1030,+2,0.000000 
 19,1030,+3,0.000000 
 19,1030,+4,0.000000 
 19,1030,+5,0.000000 
 19,1030,+6,0.000000 
 19,1130,+1,0.000000 
 19,1130,+2,0.000000 
 19,1130,+3,0.000000 
 19,1130,+4,0.000000 
 19,1130,+5,0.000000 
 19,1130,+6,0.000000 
 19,1230,+1,0.000000 
 19,1230,+2,0.000000 
 19,1230,+3,0.000000 
 19,1230,+4,0.000000 
 19,1230,+5,0.000000 
 19,1230,+6,0.000000 
 19,1330,+1,0.000000 
 19,1330,+2,0.000000 
 19,1330,+3,0.000000 
 19,1330,+4,0.000000 
 19,1330,+5,0.000000 
 19,1330,+6,0.000000 
 19,1430,+1,0.000000 
 19,1430,+2,0.000000 
 19,1430,+3,0.000000 
 19,1430,+4,0.000000 
 19,1430,+5,0.000000 
 19,1430,+6,0.000000 
 19,1530,+1,0.000000 
 19,1530,+2,0.000000 
 19,1530,+3,0.000000 
 19,1530,+4,0.000000 
 19,1530,+5,1.000000 
 19,1530,+6,0.000000 
 19,1630,+1,0.000000 
 19,1630,+2,0.000000 
 19,1630,+3,1.000000 
 19,1630,+4,0.000000 
 19,1630,+5,0.000000 
 19,1630,+6,0.000000 
 19,1730,+1,0.000000 
 19,1730,+2,1.000000 
 19,1730,+3,5.000000 
 19,1730,+4,0.000000 
 19,1730,+5,0.000000 
 19,1730,+6,0.000000 
 19,1830,+1,0.000000 
 19,1830,+2,0.000000 
 19,1830,+3,0.000000 
 19,1830,+4,0.000000 
 19,1830,+5,0.000000 
 19,1830,+6,0.000000 
 19,1930,+1,0.000000 
 19,1930,+2,0.000000 
 19,1930,+3,0.000000 
 19,1930,+4,0.000000 
 19,1930,+5,0.000000 
 19,1930,+6,0.000000 
 19,2030,+1,0.000000 
 19,2030,+2,1.000000 
 19,2030,+3,5.000000 
 19,2030,+4,0.000000 
 19,2030,+5,0.000000 
 19,2030,+6,0.000000 
 19,2130,+1,0.000000 
 19,2130,+2,5.000000 
 19,2130,+3,1.000000 
 19,2130,+4,1.000000 
 19,2130,+5,0.000000 
 19,2130,+6,0.000000 
 19,2230,+1,0.000000 
 19,2230,+2,1.000000 
 19,2230,+3,1.000000 
 19,2230,+4,5.000000 
 19,2230,+5,0.000000 
 19,2230,+6,1.000000 
 19,2330,+1,0.000000 
 19,2330,+2,5.000000 
 19,2330,+3,1.000000 
 19,2330,+4,1.000000 
 19,2330,+5,0.000000 
 19,2330,+6,0.000000 
 Start : 20250620 
 20,0030,+1,0.000000 
 20,0030,+2,5.000000 
 20,0030,+3,1.000000 
 20,0030,+4,1.000000 
 20,0030,+5,0.000000 
 20,0030,+6,1.000000 
 20,0130,+1,0.000000 
 20,0130,+2,1.000000 
 20,0130,+3,1.000000 
 20,0130,+4,5.000000 
 20,0130,+5,1.000000 
 20,0130,+6,1.000000 
 20,0230,+1,0.000000 
 20,0230,+2,0.000000 
 20,0230,+3,1.000000 
 20,0230,+4,1.000000 
 20,0230,+5,1.000000 
 20,0230,+6,1.000000 
 20,0330,+1,0.000000 
 20,0330,+2,1.000000 
 20,0330,+3,1.000000 
 20,0330,+4,1.000000 
 20,0330,+5,1.000000 
 20,0330,+6,5.000000 
 20,0430,+1,0.000000 
 20,0430,+2,1.000000 
 20,0430,+3,1.000000 
 20,0430,+4,1.000000 
 20,0430,+5,1.000000 
 20,0430,+6,5.000000 
 20,0530,+1,0.000000 
 20,0530,+2,1.000000 
 20,0530,+3,1.000000 
 20,0530,+4,1.000000 
 20,0530,+5,5.000000 
 20,0530,+6,0.000000 
 20,0630,+1,0.000000 
 20,0630,+2,1.000000 
 20,0630,+3,1.000000 
 20,0630,+4,1.000000 
 20,0630,+5,1.000000 
 20,0630,+6,0.000000 
 20,0730,+1,0.000000 
 20,0730,+2,5.000000 
 20,0730,+3,5.000000 
 20,0730,+4,1.000000 
 20,0730,+5,1.000000 
 20,0730,+6,0.000000 
 20,0830,+1,0.000000 
 20,0830,+2,0.000000 
 20,0830,+3,0.000000 
 20,0830,+4,1.000000 
 20,0830,+5,0.000000 
 20,0830,+6,0.000000 
 20,0930,+1,0.000000 
 20,0930,+2,1.000000 
 20,0930,+3,1.000000 
 20,0930,+4,0.000000 
 20,0930,+5,0.000000 
 20,0930,+6,0.000000 
 20,1030,+1,0.000000 
 20,1030,+2,1.000000 
 20,1030,+3,1.000000 
 20,1030,+4,0.000000 
 20,1030,+5,0.000000 
 20,1030,+6,0.000000 
 20,1130,+1,0.000000 
 20,1130,+2,1.000000 
 20,1130,+3,1.000000 
 20,1130,+4,0.000000 
 20,1130,+5,0.000000 
 20,1130,+6,0.000000 
 20,1230,+1,5.000000 
 20,1230,+2,1.000000 
 20,1230,+3,1.000000 
 20,1230,+4,0.000000 
 20,1230,+5,0.000000 
 20,1230,+6,0.000000 
 20,1330,+1,1.000000 
 20,1330,+2,1.000000 
 20,1330,+3,1.000000 
 20,1330,+4,0.000000 
 20,1330,+5,0.000000 
 20,1330,+6,0.000000 
 20,1430,+1,1.000000 
 20,1430,+2,1.000000 
 20,1430,+3,1.000000 
 20,1430,+4,0.000000 
 20,1430,+5,0.000000 
 20,1430,+6,0.000000 
 20,1530,+1,1.000000 
 20,1530,+2,1.000000 
 20,1530,+3,1.000000 
 20,1530,+4,0.000000 
 20,1530,+5,0.000000 
 20,1530,+6,0.000000 
 20,1630,+1,0.000000 
 20,1630,+2,1.000000 
 20,1630,+3,5.000000 
 20,1630,+4,0.000000 
 20,1630,+5,0.000000 
 20,1630,+6,1.000000 
 20,1730,+1,0.000000 
 20,1730,+2,1.000000 
 20,1730,+3,1.000000 
 20,1730,+4,1.000000 
 20,1730,+5,1.000000 
 20,1730,+6,1.000000 
 20,1830,+1,1.000000 
 20,1830,+2,1.000000 
 20,1830,+3,1.000000 
 20,1830,+4,1.000000 
 20,1830,+5,1.000000 
 20,1830,+6,0.000000 
 20,1930,+1,1.000000 
 20,1930,+2,1.000000 
 20,1930,+3,1.000000 
 20,1930,+4,0.000000 
 20,1930,+5,0.000000 
 20,1930,+6,0.000000 
 20,2030,+1,1.000000 
 20,2030,+2,1.000000 
 20,2030,+3,0.000000 
 20,2030,+4,0.000000 
 20,2030,+5,0.000000 
 20,2030,+6,0.000000 
 20,2130,+1,0.000000 
 20,2130,+2,0.000000 
 20,2130,+3,0.000000 
 20,2130,+4,0.000000 
 20,2130,+5,0.000000 
 20,2130,+6,0.000000 
 20,2230,+1,0.000000 
 20,2230,+2,0.000000 
 20,2230,+3,0.000000 
 20,2230,+4,0.000000 
 20,2230,+5,0.000000 
 20,2230,+6,0.000000 
 20,2330,+1,0.000000 
 20,2330,+2,0.000000 
 20,2330,+3,0.000000 
 20,2330,+4,0.000000 
 20,2330,+5,5.000000 
 20,2330,+6,0.000000 
 Start : 20250621 
 21,0030,+1,0.000000 
 21,0030,+2,0.000000 
 21,0030,+3,0.000000 
 21,0030,+4,0.000000 
 21,0030,+5,1.000000 
 21,0030,+6,0.000000 
 21,0130,+1,0.000000 
 21,0130,+2,0.000000 
 21,0130,+3,0.000000 
 21,0130,+4,0.000000 
 21,0130,+5,0.000000 
 21,0130,+6,0.000000 
 21,0230,+1,0.000000 
 21,0230,+2,0.000000 
 21,0230,+3,0.000000 
 21,0230,+4,0.000000 
 21,0230,+5,1.000000 
 21,0230,+6,0.000000 
 21,0330,+1,0.000000 
 21,0330,+2,1.000000 
 21,0330,+3,1.000000 
 21,0330,+4,1.000000 
 21,0330,+5,1.000000 
 21,0330,+6,0.000000 
 21,0430,+1,0.000000 
 21,0430,+2,0.000000 
 21,0430,+3,1.000000 
 21,0430,+4,1.000000 
 21,0430,+5,1.000000 
 21,0430,+6,0.000000 
 21,0530,+1,0.000000 
 21,0530,+2,1.000000 
 21,0530,+3,1.000000 
 21,0530,+4,1.000000 
 21,0530,+5,1.000000 
 21,0530,+6,0.000000 
 21,0630,+1,1.000000 
 21,0630,+2,1.000000 
 21,0630,+3,5.000000 
 21,0630,+4,5.000000 
 21,0630,+5,0.000000 
 21,0630,+6,0.000000 
 21,0730,+1,5.000000 
 21,0730,+2,5.000000 
 21,0730,+3,5.000000 
 21,0730,+4,0.000000 
 21,0730,+5,0.000000 
 21,0730,+6,0.000000 
 21,0830,+1,1.000000 
 21,0830,+2,0.000000 
 21,0830,+3,5.000000 
 21,0830,+4,0.000000 
 21,0830,+5,0.000000 
 21,0830,+6,0.000000 
 21,0930,+1,5.000000 
 21,0930,+2,5.000000 
 21,0930,+3,0.000000 
 21,0930,+4,5.000000 
 21,0930,+5,0.000000 
 21,0930,+6,0.000000 
 21,1030,+1,0.000000 
 21,1030,+2,5.000000 
 21,1030,+3,0.000000 
 21,1030,+4,0.000000 
 21,1030,+5,0.000000 
 21,1030,+6,0.000000 
 21,1130,+1,0.000000 
 21,1130,+2,0.000000 
 21,1130,+3,0.000000 
 21,1130,+4,0.000000 
 21,1130,+5,0.000000 
 21,1130,+6,0.000000 
 21,1230,+1,0.000000 
 21,1230,+2,5.000000 
 21,1230,+3,0.000000 
 21,1230,+4,0.000000 
 21,1230,+5,0.000000 
 21,1230,+6,0.000000 
 21,1330,+1,0.000000 
 21,1330,+2,0.000000 
 21,1330,+3,0.000000 
 21,1330,+4,0.000000 
 21,1330,+5,0.000000 
 21,1330,+6,0.000000 
 21,1430,+1,0.000000 
 21,1430,+2,0.000000 
 21,1430,+3,0.000000 
 21,1430,+4,0.000000 
 21,1430,+5,0.000000 
 21,1430,+6,0.000000 
 21,1530,+1,0.000000 
 21,1530,+2,0.000000 
 21,1530,+3,0.000000 
 21,1530,+4,0.000000 
 21,1530,+5,0.000000 
 21,1530,+6,0.000000 
 21,1630,+1,0.000000 
 21,1630,+2,0.000000 
 21,1630,+3,0.000000 
 21,1630,+4,0.000000 
 21,1630,+5,0.000000 
 21,1630,+6,0.000000 
 21,1730,+1,0.000000 
 21,1730,+2,0.000000 
 21,1730,+3,0.000000 
 21,1730,+4,0.000000 
 21,1730,+5,0.000000 
 21,1730,+6,0.000000 
 21,1830,+1,0.000000 
 21,1830,+2,0.000000 
 21,1830,+3,0.000000 
 21,1830,+4,0.000000 
 21,1830,+5,0.000000 
 21,1830,+6,0.000000 
 21,1930,+1,0.000000 
 21,1930,+2,0.000000 
 21,1930,+3,0.000000 
 21,1930,+4,0.000000 
 21,1930,+5,0.000000 
 21,1930,+6,0.000000 
 21,2030,+1,0.000000 
 21,2030,+2,0.000000 
 21,2030,+3,0.000000 
 21,2030,+4,0.000000 
