 format: day,hour,forecast,value location:92_132 Start : 20250609 
 9,1630,+2,0.000000 
 9,1630,+3,0.000000 
 9,1630,+4,0.000000 
 9,1630,+5,0.000000 
 9,1630,+6,0.000000 
 9,1730,+1,0.000000 
 9,1730,+2,0.000000 
 9,1730,+3,0.000000 
 9,1730,+4,0.000000 
 9,1730,+5,0.000000 
 9,1730,+6,0.000000 
 9,1830,+1,0.000000 
 9,1830,+2,0.000000 
 9,1830,+3,0.000000 
 9,1830,+4,0.000000 
 9,1830,+5,0.000000 
 9,1830,+6,0.000000 
 9,1930,+1,0.000000 
 9,1930,+2,0.000000 
 9,1930,+3,0.000000 
 9,1930,+4,0.000000 
 9,1930,+5,0.000000 
 9,1930,+6,0.000000 
 9,2030,+1,0.000000 
 9,2030,+2,0.000000 
 9,2030,+3,0.000000 
 9,2030,+4,0.000000 
 9,2030,+5,0.000000 
 9,2030,+6,0.000000 
 9,2130,+1,0.000000 
 9,2130,+2,0.000000 
 9,2130,+3,0.000000 
 9,2130,+4,0.000000 
 9,2130,+5,0.000000 
 9,2130,+6,0.000000 
 9,2230,+1,0.000000 
 9,2230,+2,0.000000 
 9,2230,+3,0.000000 
 9,2230,+4,0.000000 
 9,2230,+5,0.000000 
 9,2230,+6,0.000000 
 9,2330,+1,0.000000 
 9,2330,+2,0.000000 
 9,2330,+3,0.000000 
 9,2330,+4,0.000000 
 9,2330,+5,0.000000 
 9,2330,+6,0.000000 
 Start : 20250610 
 10,0030,+1,0.000000 
 10,0030,+2,0.000000 
 10,0030,+3,0.000000 
 10,0030,+4,0.000000 
 10,0030,+5,0.000000 
 10,0030,+6,0.000000 
 10,0130,+1,0.000000 
 10,0130,+2,0.000000 
 10,0130,+3,0.000000 
 10,0130,+4,0.000000 
 10,0130,+5,0.000000 
 10,0130,+6,0.000000 
 10,0230,+1,0.000000 
 10,0230,+2,0.000000 
 10,0230,+3,0.000000 
 10,0230,+4,0.000000 
 10,0230,+5,0.000000 
 10,0230,+6,0.000000 
 10,0330,+1,0.000000 
 10,0330,+2,0.000000 
 10,0330,+3,0.000000 
 10,0330,+4,0.000000 
 10,0330,+5,0.000000 
 10,0330,+6,0.000000 
 10,0430,+1,0.000000 
 10,0430,+2,0.000000 
 10,0430,+3,0.000000 
 10,0430,+4,0.000000 
 10,0430,+5,0.000000 
 10,0430,+6,0.000000 
 10,0530,+1,0.000000 
 10,0530,+2,0.000000 
 10,0530,+3,0.000000 
 10,0530,+4,0.000000 
 10,0530,+5,0.000000 
 10,0530,+6,0.000000 
 10,0630,+1,0.000000 
 10,0630,+2,0.000000 
 10,0630,+3,0.000000 
 10,0630,+4,0.000000 
 10,0630,+5,0.000000 
 10,0630,+6,0.000000 
 10,0730,+1,0.000000 
 10,0730,+2,0.000000 
 10,0730,+3,0.000000 
 10,0730,+4,0.000000 
 10,0730,+5,0.000000 
 10,0730,+6,0.000000 
 10,0830,+1,0.000000 
 10,0830,+2,0.000000 
 10,0830,+3,0.000000 
 10,0830,+4,0.000000 
 10,0830,+5,0.000000 
 10,0830,+6,0.000000 
 10,0930,+1,0.000000 
 10,0930,+2,0.000000 
 10,0930,+3,0.000000 
 10,0930,+4,0.000000 
 10,0930,+5,0.000000 
 10,0930,+6,0.000000 
 10,1030,+1,0.000000 
 10,1030,+2,0.000000 
 10,1030,+3,0.000000 
 10,1030,+4,0.000000 
 10,1030,+5,0.000000 
 10,1030,+6,0.000000 
 10,1130,+1,0.000000 
 10,1130,+2,0.000000 
 10,1130,+3,0.000000 
 10,1130,+4,0.000000 
 10,1130,+5,0.000000 
 10,1130,+6,0.000000 
 10,1230,+1,0.000000 
 10,1230,+2,0.000000 
 10,1230,+3,0.000000 
 10,1230,+4,0.000000 
 10,1230,+5,0.000000 
 10,1230,+6,0.000000 
 10,1330,+1,0.000000 
 10,1330,+2,0.000000 
 10,1330,+3,0.000000 
 10,1330,+4,0.000000 
 10,1330,+5,0.000000 
 10,1330,+6,0.000000 
 10,1430,+1,0.000000 
 10,1430,+2,0.000000 
 10,1430,+3,0.000000 
 10,1430,+4,0.000000 
 10,1430,+5,0.000000 
 10,1430,+6,0.000000 
 10,1530,+1,0.000000 
 10,1530,+2,0.000000 
 10,1530,+3,0.000000 
 10,1530,+4,0.000000 
 10,1530,+5,0.000000 
 10,1530,+6,0.000000 
 10,1630,+1,0.000000 
 10,1630,+2,0.000000 
 10,1630,+3,0.000000 
 10,1630,+4,0.000000 
 10,1630,+5,0.000000 
 10,1630,+6,0.000000 
 10,1730,+1,0.000000 
 10,1730,+2,0.000000 
 10,1730,+3,0.000000 
 10,1730,+4,0.000000 
 10,1730,+5,0.000000 
 10,1730,+6,0.000000 
 10,1830,+1,0.000000 
 10,1830,+2,0.000000 
 10,1830,+3,0.000000 
 10,1830,+4,0.000000 
 10,1830,+5,0.000000 
 10,1830,+6,0.000000 
 10,1930,+1,0.000000 
 10,1930,+2,0.000000 
 10,1930,+3,0.000000 
 10,1930,+4,0.000000 
 10,1930,+5,0.000000 
 10,1930,+6,0.000000 
 10,2030,+1,0.000000 
 10,2030,+2,0.000000 
 10,2030,+3,0.000000 
 10,2030,+4,0.000000 
 10,2030,+5,0.000000 
 10,2030,+6,0.000000 
 10,2130,+1,0.000000 
 10,2130,+2,0.000000 
 10,2130,+3,0.000000 
 10,2130,+4,0.000000 
 10,2130,+5,0.000000 
 10,2130,+6,0.000000 
 10,2230,+1,0.000000 
 10,2230,+2,0.000000 
 10,2230,+3,0.000000 
 10,2230,+4,0.000000 
 10,2230,+5,0.000000 
 10,2230,+6,0.000000 
 10,2330,+1,0.000000 
 10,2330,+2,0.000000 
 10,2330,+3,0.000000 
 10,2330,+4,0.000000 
 10,2330,+5,0.000000 
 10,2330,+6,0.000000 
 Start : 20250611 
 11,0030,+1,0.000000 
 11,0030,+2,0.000000 
 11,0030,+3,0.000000 
 11,0030,+4,0.000000 
 11,0030,+5,0.000000 
 11,0030,+6,0.000000 
 11,0130,+1,0.000000 
 11,0130,+2,0.000000 
 11,0130,+3,0.000000 
 11,0130,+4,0.000000 
 11,0130,+5,0.000000 
 11,0130,+6,0.000000 
 11,0230,+1,0.000000 
 11,0230,+2,0.000000 
 11,0230,+3,0.000000 
 11,0230,+4,0.000000 
 11,0230,+5,0.000000 
 11,0230,+6,0.000000 
 11,0330,+1,0.000000 
 11,0330,+2,0.000000 
 11,0330,+3,0.000000 
 11,0330,+4,0.000000 
 11,0330,+5,0.000000 
 11,0330,+6,0.000000 
 11,0430,+1,0.000000 
 11,0430,+2,0.000000 
 11,0430,+3,0.000000 
 11,0430,+4,0.000000 
 11,0430,+5,0.000000 
 11,0430,+6,0.000000 
 11,0530,+1,0.000000 
 11,0530,+2,0.000000 
 11,0530,+3,0.000000 
 11,0530,+4,0.000000 
 11,0530,+5,0.000000 
 11,0530,+6,0.000000 
 11,0630,+1,0.000000 
 11,0630,+2,0.000000 
 11,0630,+3,0.000000 
 11,0630,+4,0.000000 
 11,0630,+5,0.000000 
 11,0630,+6,0.000000 
 11,0730,+1,0.000000 
 11,0730,+2,0.000000 
 11,0730,+3,0.000000 
 11,0730,+4,0.000000 
 11,0730,+5,0.000000 
 11,0730,+6,0.000000 
 11,0830,+1,0.000000 
 11,0830,+2,0.000000 
 11,0830,+3,0.000000 
 11,0830,+4,0.000000 
 11,0830,+5,0.000000 
 11,0830,+6,0.000000 
 11,0930,+1,0.000000 
 11,0930,+2,0.000000 
 11,0930,+3,0.000000 
 11,0930,+4,0.000000 
 11,0930,+5,0.000000 
 11,0930,+6,0.000000 
 11,1030,+1,0.000000 
 11,1030,+2,0.000000 
 11,1030,+3,0.000000 
 11,1030,+4,0.000000 
 11,1030,+5,0.000000 
 11,1030,+6,0.000000 
 11,1130,+1,0.000000 
 11,1130,+2,0.000000 
 11,1130,+3,0.000000 
 11,1130,+4,0.000000 
 11,1130,+5,0.000000 
 11,1130,+6,0.000000 
 11,1230,+1,0.000000 
 11,1230,+2,0.000000 
 11,1230,+3,0.000000 
 11,1230,+4,0.000000 
 11,1230,+5,0.000000 
 11,1230,+6,0.000000 
 11,1330,+1,0.000000 
 11,1330,+2,0.000000 
 11,1330,+3,0.000000 
 11,1330,+4,0.000000 
 11,1330,+5,0.000000 
 11,1330,+6,0.000000 
 11,1430,+1,0.000000 
 11,1430,+2,0.000000 
 11,1430,+3,0.000000 
 11,1430,+4,0.000000 
 11,1430,+5,0.000000 
 11,1430,+6,0.000000 
 11,1530,+1,0.000000 
 11,1530,+2,0.000000 
 11,1530,+3,0.000000 
 11,1530,+4,0.000000 
 11,1530,+5,0.000000 
 11,1530,+6,0.000000 
 11,1630,+1,0.000000 
 11,1630,+2,0.000000 
 11,1630,+3,0.000000 
 11,1630,+4,0.000000 
 11,1630,+5,0.000000 
 11,1630,+6,0.000000 
 11,1730,+1,0.000000 
 11,1730,+2,0.000000 
 11,1730,+3,0.000000 
 11,1730,+4,0.000000 
 11,1730,+5,0.000000 
 11,1730,+6,0.000000 
 11,1830,+1,0.000000 
 11,1830,+2,0.000000 
 11,1830,+3,0.000000 
 11,1830,+4,0.000000 
 11,1830,+5,0.000000 
 11,1830,+6,0.000000 
 11,1930,+1,0.000000 
 11,1930,+2,0.000000 
 11,1930,+3,0.000000 
 11,1930,+4,0.000000 
 11,1930,+5,0.000000 
 11,1930,+6,0.000000 
 11,2030,+1,0.000000 
 11,2030,+2,0.000000 
 11,2030,+3,0.000000 
 11,2030,+4,0.000000 
 11,2030,+5,0.000000 
 11,2030,+6,0.000000 
 11,2130,+1,0.000000 
 11,2130,+2,0.000000 
 11,2130,+3,0.000000 
 11,2130,+4,0.000000 
 11,2130,+5,0.000000 
 11,2130,+6,0.000000 
 11,2230,+1,0.000000 
 11,2230,+2,0.000000 
 11,2230,+3,0.000000 
 11,2230,+4,0.000000 
 11,2230,+5,0.000000 
 11,2230,+6,0.000000 
 11,2330,+1,0.000000 
 11,2330,+2,0.000000 
 11,2330,+3,0.000000 
 11,2330,+4,0.000000 
 11,2330,+5,0.000000 
 11,2330,+6,0.000000 
 Start : 20250612 
 12,0030,+1,0.000000 
 12,0030,+2,0.000000 
 12,0030,+3,0.000000 
 12,0030,+4,0.000000 
 12,0030,+5,0.000000 
 12,0030,+6,0.000000 
 12,0130,+1,0.000000 
 12,0130,+2,0.000000 
 12,0130,+3,0.000000 
 12,0130,+4,0.000000 
 12,0130,+5,0.000000 
 12,0130,+6,0.000000 
 12,0230,+1,0.000000 
 12,0230,+2,0.000000 
 12,0230,+3,0.000000 
 12,0230,+4,0.000000 
 12,0230,+5,0.000000 
 12,0230,+6,0.000000 
 12,0330,+1,0.000000 
 12,0330,+2,0.000000 
 12,0330,+3,0.000000 
 12,0330,+4,0.000000 
 12,0330,+5,0.000000 
 12,0330,+6,0.000000 
 12,0430,+1,0.000000 
 12,0430,+2,0.000000 
 12,0430,+3,0.000000 
 12,0430,+4,0.000000 
 12,0430,+5,0.000000 
 12,0430,+6,0.000000 
 12,0530,+1,0.000000 
 12,0530,+2,0.000000 
 12,0530,+3,0.000000 
 12,0530,+4,0.000000 
 12,0530,+5,0.000000 
 12,0530,+6,0.000000 
 12,0630,+1,0.000000 
 12,0630,+2,0.000000 
 12,0630,+3,0.000000 
 12,0630,+4,0.000000 
 12,0630,+5,0.000000 
 12,0630,+6,0.000000 
 12,0730,+1,0.000000 
 12,0730,+2,0.000000 
 12,0730,+3,0.000000 
 12,0730,+4,0.000000 
 12,0730,+5,0.000000 
 12,0730,+6,0.000000 
 12,0830,+1,0.000000 
 12,0830,+2,0.000000 
 12,0830,+3,0.000000 
 12,0830,+4,0.000000 
 12,0830,+5,0.000000 
 12,0830,+6,0.000000 
 12,0930,+1,0.000000 
 12,0930,+2,0.000000 
 12,0930,+3,0.000000 
 12,0930,+4,0.000000 
 12,0930,+5,0.000000 
 12,0930,+6,0.000000 
 12,1030,+1,0.000000 
 12,1030,+2,0.000000 
 12,1030,+3,0.000000 
 12,1030,+4,0.000000 
 12,1030,+5,0.000000 
 12,1030,+6,0.000000 
 12,1130,+1,0.000000 
 12,1130,+2,0.000000 
 12,1130,+3,0.000000 
 12,1130,+4,0.000000 
 12,1130,+5,0.000000 
 12,1130,+6,0.000000 
 12,1230,+1,0.000000 
 12,1230,+2,0.000000 
 12,1230,+3,0.000000 
 12,1230,+4,0.000000 
 12,1230,+5,0.000000 
 12,1230,+6,0.000000 
 12,1330,+1,0.000000 
 12,1330,+2,0.000000 
 12,1330,+3,0.000000 
 12,1330,+4,0.000000 
 12,1330,+5,0.000000 
 12,1330,+6,0.000000 
 12,1430,+1,0.000000 
 12,1430,+2,0.000000 
 12,1430,+3,0.000000 
 12,1430,+4,0.000000 
 12,1430,+5,0.000000 
 12,1430,+6,0.000000 
 12,1530,+1,0.000000 
 12,1530,+2,0.000000 
 12,1530,+3,0.000000 
 12,1530,+4,0.000000 
 12,1530,+5,0.000000 
 12,1530,+6,0.000000 
 12,1630,+1,0.000000 
 12,1630,+2,0.000000 
 12,1630,+3,0.000000 
 12,1630,+4,0.000000 
 12,1630,+5,0.000000 
 12,1630,+6,0.000000 
 12,1730,+1,0.000000 
 12,1730,+2,0.000000 
 12,1730,+3,0.000000 
 12,1730,+4,0.000000 
 12,1730,+5,0.000000 
 12,1730,+6,0.000000 
 12,1830,+1,0.000000 
 12,1830,+2,0.000000 
 12,1830,+3,0.000000 
 12,1830,+4,0.000000 
 12,1830,+5,0.000000 
 12,1830,+6,0.000000 
 12,1930,+1,0.000000 
 12,1930,+2,0.000000 
 12,1930,+3,0.000000 
 12,1930,+4,0.000000 
 12,1930,+5,0.000000 
 12,1930,+6,0.000000 
 12,2030,+1,0.000000 
 12,2030,+2,0.000000 
 12,2030,+3,0.000000 
 12,2030,+4,0.000000 
 12,2030,+5,0.000000 
 12,2030,+6,0.000000 
 12,2130,+1,0.000000 
 12,2130,+2,0.000000 
 12,2130,+3,0.000000 
 12,2130,+4,0.000000 
 12,2130,+5,0.000000 
 12,2130,+6,0.000000 
 12,2230,+1,0.000000 
 12,2230,+2,0.000000 
 12,2230,+3,0.000000 
 12,2230,+4,0.000000 
 12,2230,+5,0.000000 
 12,2230,+6,0.000000 
 12,2330,+1,0.000000 
 12,2330,+2,0.000000 
 12,2330,+3,0.000000 
 12,2330,+4,0.000000 
 12,2330,+5,0.000000 
 12,2330,+6,0.000000 
 Start : 20250613 
 13,0030,+1,0.000000 
 13,0030,+2,0.000000 
 13,0030,+3,0.000000 
 13,0030,+4,0.000000 
 13,0030,+5,0.000000 
 13,0030,+6,0.000000 
 13,0130,+1,0.000000 
 13,0130,+2,0.000000 
 13,0130,+3,0.000000 
 13,0130,+4,0.000000 
 13,0130,+5,0.000000 
 13,0130,+6,0.000000 
 13,0230,+1,0.000000 
 13,0230,+2,0.000000 
 13,0230,+3,0.000000 
 13,0230,+4,0.000000 
 13,0230,+5,0.000000 
 13,0230,+6,0.000000 
 13,0330,+1,0.000000 
 13,0330,+2,0.000000 
 13,0330,+3,0.000000 
 13,0330,+4,0.000000 
 13,0330,+5,0.000000 
 13,0330,+6,0.000000 
 13,0430,+1,0.000000 
 13,0430,+2,0.000000 
 13,0430,+3,0.000000 
 13,0430,+4,0.000000 
 13,0430,+5,0.000000 
 13,0430,+6,0.000000 
 13,0530,+1,0.000000 
 13,0530,+2,0.000000 
 13,0530,+3,0.000000 
 13,0530,+4,0.000000 
 13,0530,+5,0.000000 
 13,0530,+6,0.000000 
 13,0630,+1,0.000000 
 13,0630,+2,0.000000 
 13,0630,+3,0.000000 
 13,0630,+4,0.000000 
 13,0630,+5,0.000000 
 13,0630,+6,0.000000 
 13,0730,+1,0.000000 
 13,0730,+2,0.000000 
 13,0730,+3,0.000000 
 13,0730,+4,1.000000 
 13,0730,+5,1.000000 
 13,0730,+6,0.000000 
 13,0830,+1,0.000000 
 13,0830,+2,0.000000 
 13,0830,+3,1.000000 
 13,0830,+4,1.000000 
 13,0830,+5,1.000000 
 13,0830,+6,0.000000 
 13,0930,+1,0.000000 
 13,0930,+2,1.000000 
 13,0930,+3,1.000000 
 13,0930,+4,1.000000 
 13,0930,+5,1.000000 
 13,0930,+6,1.000000 
 13,1030,+1,1.000000 
 13,1030,+2,1.000000 
 13,1030,+3,1.000000 
 13,1030,+4,1.000000 
 13,1030,+5,1.000000 
 13,1030,+6,1.000000 
 13,1130,+1,1.000000 
 13,1130,+2,1.000000 
 13,1130,+3,1.000000 
 13,1130,+4,1.000000 
 13,1130,+5,1.000000 
 13,1130,+6,1.000000 
 13,1230,+1,1.000000 
 13,1230,+2,1.000000 
 13,1230,+3,1.000000 
 13,1230,+4,1.000000 
 13,1230,+5,1.000000 
 13,1230,+6,1.000000 
 13,1330,+1,1.000000 
 13,1330,+2,0.000000 
 13,1330,+3,1.000000 
 13,1330,+4,0.000000 
 13,1330,+5,0.000000 
 13,1330,+6,0.000000 
 13,1430,+1,1.000000 
 13,1430,+2,5.000000 
 13,1430,+3,1.000000 
 13,1430,+4,5.000000 
 13,1430,+5,0.000000 
 13,1430,+6,0.000000 
 13,1530,+1,5.000000 
 13,1530,+2,1.000000 
 13,1530,+3,1.000000 
 13,1530,+4,1.000000 
 13,1530,+5,5.000000 
 13,1530,+6,0.000000 
 13,1630,+1,1.000000 
 13,1630,+2,1.000000 
 13,1630,+3,1.000000 
 13,1630,+4,1.000000 
 13,1630,+5,5.000000 
 13,1630,+6,0.000000 
 13,1730,+1,0.000000 
 13,1730,+2,1.000000 
 13,1730,+3,1.000000 
 13,1730,+4,0.000000 
 13,1730,+5,0.000000 
 13,1730,+6,0.000000 
 13,1830,+1,1.000000 
 13,1830,+2,0.000000 
 13,1830,+3,1.000000 
 13,1830,+4,0.000000 
 13,1830,+5,0.000000 
 13,1830,+6,0.000000 
 13,1930,+1,0.000000 
 13,1930,+2,0.000000 
 13,1930,+3,0.000000 
 13,1930,+4,0.000000 
 13,1930,+5,0.000000 
 13,1930,+6,0.000000 
 13,2030,+1,0.000000 
 13,2030,+2,0.000000 
 13,2030,+3,0.000000 
 13,2030,+4,0.000000 
 13,2030,+5,0.000000 
 13,2030,+6,0.000000 
 13,2130,+1,0.000000 
 13,2130,+2,0.000000 
 13,2130,+3,0.000000 
 13,2130,+4,0.000000 
 13,2130,+5,0.000000 
 13,2130,+6,0.000000 
 13,2230,+1,0.000000 
 13,2230,+2,0.000000 
 13,2230,+3,0.000000 
 13,2230,+4,0.000000 
 13,2230,+5,0.000000 
 13,2230,+6,0.000000 
 13,2330,+1,0.000000 
 13,2330,+2,0.000000 
 13,2330,+3,0.000000 
 13,2330,+4,0.000000 
 13,2330,+5,0.000000 
 13,2330,+6,0.000000 
 Start : 20250614 
 14,0030,+1,0.000000 
 14,0030,+2,0.000000 
 14,0030,+3,0.000000 
 14,0030,+4,0.000000 
 14,0030,+5,0.000000 
 14,0030,+6,0.000000 
 14,0130,+1,0.000000 
 14,0130,+2,0.000000 
 14,0130,+3,0.000000 
 14,0130,+4,0.000000 
 14,0130,+5,0.000000 
 14,0130,+6,0.000000 
 14,0230,+1,0.000000 
 14,0230,+2,0.000000 
 14,0230,+3,0.000000 
 14,0230,+4,0.000000 
 14,0230,+5,0.000000 
 14,0230,+6,0.000000 
 14,0330,+1,0.000000 
 14,0330,+2,0.000000 
 14,0330,+3,0.000000 
 14,0330,+4,0.000000 
 14,0330,+5,0.000000 
 14,0330,+6,0.000000 
 14,0430,+1,0.000000 
 14,0430,+2,0.000000 
 14,0430,+3,0.000000 
 14,0430,+4,0.000000 
 14,0430,+5,0.000000 
 14,0430,+6,0.000000 
 14,0530,+1,0.000000 
 14,0530,+2,0.000000 
 14,0530,+3,0.000000 
 14,0530,+4,0.000000 
 14,0530,+5,0.000000 
 14,0530,+6,0.000000 
 14,0630,+1,0.000000 
 14,0630,+2,0.000000 
 14,0630,+3,0.000000 
 14,0630,+4,0.000000 
 14,0630,+5,0.000000 
 14,0630,+6,0.000000 
 14,0730,+1,0.000000 
 14,0730,+2,0.000000 
 14,0730,+3,0.000000 
 14,0730,+4,0.000000 
 14,0730,+5,0.000000 
 14,0730,+6,0.000000 
 14,0830,+1,0.000000 
 14,0830,+2,0.000000 
 14,0830,+3,0.000000 
 14,0830,+4,0.000000 
 14,0830,+5,0.000000 
 14,0830,+6,0.000000 
 14,0930,+1,0.000000 
 14,0930,+2,0.000000 
 14,0930,+3,0.000000 
 14,0930,+4,0.000000 
 14,0930,+5,0.000000 
 14,0930,+6,0.000000 
 14,1030,+1,0.000000 
 14,1030,+2,0.000000 
 14,1030,+3,0.000000 
 14,1030,+4,0.000000 
 14,1030,+5,0.000000 
 14,1030,+6,0.000000 
 14,1130,+1,0.000000 
 14,1130,+2,0.000000 
 14,1130,+3,0.000000 
 14,1130,+4,0.000000 
 14,1130,+5,0.000000 
 14,1130,+6,0.000000 
 14,1230,+1,0.000000 
 14,1230,+2,0.000000 
 14,1230,+3,0.000000 
 14,1230,+4,0.000000 
 14,1230,+5,0.000000 
 14,1230,+6,0.000000 
 14,1330,+1,0.000000 
 14,1330,+2,0.000000 
 14,1330,+3,0.000000 
 14,1330,+4,0.000000 
 14,1330,+5,0.000000 
 14,1330,+6,0.000000 
 14,1430,+1,0.000000 
 14,1430,+2,0.000000 
 14,1430,+3,0.000000 
 14,1430,+4,0.000000 
 14,1430,+5,0.000000 
 14,1430,+6,0.000000 
 14,1530,+1,0.000000 
 14,1530,+2,0.000000 
 14,1530,+3,0.000000 
 14,1530,+4,0.000000 
 14,1530,+5,0.000000 
 14,1530,+6,0.000000 
 14,1630,+1,0.000000 
 14,1630,+2,0.000000 
 14,1630,+3,0.000000 
 14,1630,+4,0.000000 
 14,1630,+5,0.000000 
 14,1630,+6,0.000000 
 14,1730,+1,0.000000 
 14,1730,+2,0.000000 
 14,1730,+3,0.000000 
 14,1730,+4,0.000000 
 14,1730,+5,0.000000 
 14,1730,+6,0.000000 
 14,1830,+1,0.000000 
 14,1830,+2,0.000000 
 14,1830,+3,0.000000 
 14,1830,+4,0.000000 
 14,1830,+5,0.000000 
 14,1830,+6,0.000000 
 14,1930,+1,0.000000 
 14,1930,+2,0.000000 
 14,1930,+3,0.000000 
 14,1930,+4,0.000000 
 14,1930,+5,0.000000 
 14,1930,+6,0.000000 
 14,2030,+1,0.000000 
 14,2030,+2,0.000000 
 14,2030,+3,0.000000 
 14,2030,+4,0.000000 
 14,2030,+5,0.000000 
 14,2030,+6,0.000000 
 14,2130,+1,0.000000 
 14,2130,+2,0.000000 
 14,2130,+3,0.000000 
 14,2130,+4,0.000000 
 14,2130,+5,0.000000 
 14,2130,+6,0.000000 
 14,2230,+1,0.000000 
 14,2230,+2,0.000000 
 14,2230,+3,0.000000 
 14,2230,+4,0.000000 
 14,2230,+5,0.000000 
 14,2230,+6,0.000000 
 14,2330,+1,0.000000 
 14,2330,+2,0.000000 
 14,2330,+3,0.000000 
 14,2330,+4,0.000000 
 14,2330,+5,0.000000 
 14,2330,+6,0.000000 
 Start : 20250615 
 15,0030,+1,0.000000 
 15,0030,+2,0.000000 
 15,0030,+3,0.000000 
 15,0030,+4,0.000000 
 15,0030,+5,0.000000 
 15,0030,+6,0.000000 
 15,0130,+1,0.000000 
 15,0130,+2,0.000000 
 15,0130,+3,0.000000 
 15,0130,+4,0.000000 
 15,0130,+5,0.000000 
 15,0130,+6,0.000000 
 15,0230,+1,0.000000 
 15,0230,+2,0.000000 
 15,0230,+3,0.000000 
 15,0230,+4,0.000000 
 15,0230,+5,0.000000 
 15,0230,+6,0.000000 
 15,0330,+1,0.000000 
 15,0330,+2,0.000000 
 15,0330,+3,0.000000 
 15,0330,+4,0.000000 
 15,0330,+5,0.000000 
 15,0330,+6,0.000000 
 15,0430,+1,0.000000 
 15,0430,+2,0.000000 
 15,0430,+3,0.000000 
 15,0430,+4,0.000000 
 15,0430,+5,0.000000 
 15,0430,+6,0.000000 
 15,0530,+1,0.000000 
 15,0530,+2,0.000000 
 15,0530,+3,0.000000 
 15,0530,+4,0.000000 
 15,0530,+5,0.000000 
 15,0530,+6,0.000000 
 15,0630,+1,0.000000 
 15,0630,+2,0.000000 
 15,0630,+3,0.000000 
 15,0630,+4,0.000000 
 15,0630,+5,0.000000 
 15,0630,+6,0.000000 
 15,0730,+1,0.000000 
 15,0730,+2,0.000000 
 15,0730,+3,0.000000 
 15,0730,+4,0.000000 
 15,0730,+5,0.000000 
 15,0730,+6,0.000000 
 15,0830,+1,0.000000 
 15,0830,+2,0.000000 
 15,0830,+3,0.000000 
 15,0830,+4,0.000000 
 15,0830,+5,0.000000 
 15,0830,+6,0.000000 
 15,0930,+1,0.000000 
 15,0930,+2,0.000000 
 15,0930,+3,0.000000 
 15,0930,+4,0.000000 
 15,0930,+5,1.000000 
 15,0930,+6,0.000000 
 15,1030,+1,0.000000 
